name,artist,playlist_name,track_url,playlist_url,release_date,added_at,created_at,like
Santa Maria,RIDSA,トップ50 - フランス,https://open.spotify.com/track/3wfQEIvOfeVkXgGZogK3gL,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-01-28,2022-07-05T12:27:28Z,2022/07/06,False
Emiliana,CKay,トップ50 - フランス,https://open.spotify.com/track/6lZ5p6VTbZ2ZvnsdTlLv7I,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-03-04,2022-07-05T12:27:28Z,2022/07/06,False
GRA GRA BOOM (feat. Skread),Gazo,トップ50 - フランス,https://open.spotify.com/track/3aOzpOcVaAXCb2bkabANde,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-07-01,2022-07-05T12:27:28Z,2022/07/06,False
Trompeta,Willy William,トップ50 - フランス,https://open.spotify.com/track/181AxLRTyYh9WUxEjmJt1Y,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-02-18,2022-07-05T12:27:28Z,2022/07/06,False
Jefe,Ninho,トップ50 - フランス,https://open.spotify.com/track/6HTJgY7iWWlVLSDHsfHePf,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2021-12-03,2022-07-05T12:27:28Z,2022/07/06,False
VVS,Ninho,トップ50 - フランス,https://open.spotify.com/track/5S12Ds2RswM2ITC0u1J01f,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2021-12-03,2022-07-05T12:27:28Z,2022/07/06,False
BOSS,Gazo,トップ50 - フランス,https://open.spotify.com/track/2K2hSiCZAwwlFvwTxVRqoi,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-07-01,2022-07-05T12:27:28Z,2022/07/06,False
Bones,Imagine Dragons,トップ50 - フランス,https://open.spotify.com/track/54ipXppHLA8U4yqpOFTUhr,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-07-01,2022-07-05T12:27:28Z,2022/07/06,False
Toko Toko,Dadju,トップ50 - フランス,https://open.spotify.com/track/2cHQh4eyfAasH8AzkiFtJO,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-05-12,2022-07-05T12:27:28Z,2022/07/06,False
IMPACT,Gazo,トップ50 - フランス,https://open.spotify.com/track/1hlUHJgbdFdvZvG64a3W1g,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-07-01,2022-07-05T12:27:28Z,2022/07/06,False
Best life,Naps,トップ50 - フランス,https://open.spotify.com/track/46vfSYsDJZaNQcD4YvT8GD,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2021-10-08,2022-07-05T12:27:28Z,2022/07/06,False
Maniac,Sound Of Legend,トップ50 - フランス,https://open.spotify.com/track/6rg7j8ig8msX7THtUH7Kxa,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-01-21,2022-07-05T12:27:28Z,2022/07/06,False
Dégaine (feat. Damso),Aya Nakamura,トップ50 - フランス,https://open.spotify.com/track/5cqLFudVQryezmVFmmyRJN,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-03-09,2022-07-05T12:27:28Z,2022/07/06,False
Bande organisée,13 Organisé,トップ50 - フランス,https://open.spotify.com/track/717QGTmZdkemDaCo1vQHG0,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2020-10-30,2022-07-05T12:27:28Z,2022/07/06,False
MAUVAIS 2X (feat. Ninho),Gazo,トップ50 - フランス,https://open.spotify.com/track/6UlSVbJrj3wsyxjGM4KPAv,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2021-11-19,2022-07-05T12:27:28Z,2022/07/06,False
Baile no Morro,MC Tairon,トップ50 - ブラジル,https://open.spotify.com/track/0i4UV3HjjvsUuV3BajEXoD,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-17,2022-07-05T12:27:29Z,2022/07/06,False
Ai Preto,L7NNON,トップ50 - ブラジル,https://open.spotify.com/track/5vC8UAOHeG95ehRzZChniB,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-03,2022-07-05T12:27:29Z,2022/07/06,False
Bandido,Zé Felipe,トップ50 - ブラジル,https://open.spotify.com/track/5PZAbR6JHYYV9xp5gv0XES,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-17,2022-07-05T12:27:29Z,2022/07/06,False
Balanço da Rede,Matheus Fernandes,トップ50 - ブラジル,https://open.spotify.com/track/2qmG7dokbGpDGD0T5wORWt,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-02-24,2022-07-05T12:27:29Z,2022/07/06,False
Pipoco,Ana Castela,トップ50 - ブラジル,https://open.spotify.com/track/7AwVSKaQxpidrtYBerkHKk,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-05-20,2022-07-05T12:27:29Z,2022/07/06,False
No Ouvidinho,Felipe Amorim,トップ50 - ブラジル,https://open.spotify.com/track/4QWumyD2uwiePBBha9XBHI,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-11,2022-07-05T12:27:29Z,2022/07/06,False
Dengo,João Gomes,トップ50 - ブラジル,https://open.spotify.com/track/6Ulh9GPYz6JKdv04qc3q2U,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-05-06,2022-07-05T12:27:29Z,2022/07/06,False
EU VOU COM CARINHO ELA QUER COM FORÇA,Mc Don Juan,トップ50 - ブラジル,https://open.spotify.com/track/7qD2vjd3btuOgwpQPEY7ci,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-05-13,2022-07-05T12:27:29Z,2022/07/06,False
ERRO PLANEJADO - Ao Vivo,Luan Santana,トップ50 - ブラジル,https://open.spotify.com/track/0sjhY8nPIm6cPOQfyUPmJe,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-04-13,2022-07-05T12:27:29Z,2022/07/06,False
Vampiro,Matuê,トップ50 - ブラジル,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-29,2022-07-05T12:27:29Z,2022/07/06,False
Termina Comigo Antes,Gusttavo Lima,トップ50 - ブラジル,https://open.spotify.com/track/1K8AtBJXcdq5mywMnZuARP,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-31,2022-07-05T12:27:29Z,2022/07/06,False
Hotel Caro,Baco Exu do Blues,トップ50 - ブラジル,https://open.spotify.com/track/6BF3nZQkAg9qvE0DLVSfyH,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-12,2022-07-05T12:27:29Z,2022/07/06,False
sentaDONA (Remix) s2,Davi Kneip,トップ50 - ブラジル,https://open.spotify.com/track/3sd2p4kE7xQmFH3lPnFl6h,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-17,2022-07-05T12:27:29Z,2022/07/06,False
Tchuco Nela,MC Rogerinho,トップ50 - ブラジル,https://open.spotify.com/track/3ShKPhFkexrwl7WoyTtNND,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-04-08,2022-07-05T12:27:29Z,2022/07/06,False
Mal Feito - Ao Vivo,Hugo & Guilherme,トップ50 - ブラジル,https://open.spotify.com/track/6Zw25LRLP0j0MsezDFIUM4,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-04-14,2022-07-05T12:27:29Z,2022/07/06,False
Kikando e Me Olhando,MC Braz,トップ50 - ブラジル,https://open.spotify.com/track/4a0sqvCBo7aRIS4GzBQpnp,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-23,2022-07-05T12:27:29Z,2022/07/06,False
Todo Seu - Ao Vivo,Jorge & Mateus,トップ50 - ブラジル,https://open.spotify.com/track/546dFmvwFGBY7MJOkV5ctq,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-05-05,2022-07-05T12:27:29Z,2022/07/06,False
Comunicação Falhou - Ao Vivo,Mari Fernandez,トップ50 - ブラジル,https://open.spotify.com/track/7bhvRvE56NHBvedx0EeALS,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-04-20,2022-07-05T12:27:29Z,2022/07/06,False
ACORDA PEDRINHO,Jovem Dionisio,トップ50 - ブラジル,https://open.spotify.com/track/6hFwju6M40CKovKBPu5IpY,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-24,2022-07-05T12:27:29Z,2022/07/06,False
DANÇARINA,PEDRO SAMPAIO,トップ50 - ブラジル,https://open.spotify.com/track/5zNxUkUW9WiV5oyg6gh2wB,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-02-02,2022-07-05T12:27:29Z,2022/07/06,False
Meu Número - Ao Vivo,Hugo & Guilherme,トップ50 - ブラジル,https://open.spotify.com/track/3XF598RmEUF3XW4XKo1lyP,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-04-14,2022-07-05T12:27:29Z,2022/07/06,False
Áudio Que Te Entrega,Leo Santana,トップ50 - ブラジル,https://open.spotify.com/track/5dFxhpYLOton7aawKsDeiS,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-04,2022-07-05T12:27:29Z,2022/07/06,False
ABALO EMOCIONAL - Ao Vivo,Luan Santana,トップ50 - ブラジル,https://open.spotify.com/track/53RxHysDJ0cjugMcPymwja,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-02-03,2022-07-05T12:27:29Z,2022/07/06,False
Fim de Semana no Rio,Teto,トップ50 - ブラジル,https://open.spotify.com/track/7afaZ37wJJL6880z1NRgJS,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-30,2022-07-05T12:27:29Z,2022/07/06,False
Não Pega Ninguém Ainda (Ao Vivo),Gusttavo Lima,トップ50 - ブラジル,https://open.spotify.com/track/2LEV3lTRxKqLBfmt5BWkLj,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-30,2022-07-05T12:27:29Z,2022/07/06,False
Molhando o Volante,Jorge & Mateus,トップ50 - ブラジル,https://open.spotify.com/track/3ITkrUvAA6gzxer2UIom3P,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2021-12-10,2022-07-05T12:27:29Z,2022/07/06,False
Balazul,Teto,トップ50 - ブラジル,https://open.spotify.com/track/1RgJ4lexKGNBlKnyxB5SRt,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-07,2022-07-05T12:27:29Z,2022/07/06,False
Evento Cancelado - Ao Vivo,Henrique & Juliano,トップ50 - ブラジル,https://open.spotify.com/track/11fqunD6qlOCrRd88kMOk6,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-05-20,2022-07-05T12:27:29Z,2022/07/06,False
Gostosinho Tu Cai,Mc Pepeu,トップ50 - ブラジル,https://open.spotify.com/track/75fCsUnTiDelE4HMd06t4O,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-11,2022-07-05T12:27:29Z,2022/07/06,False
Gatilho - Ao Vivo,Matheus & Kauan,トップ50 - ブラジル,https://open.spotify.com/track/42nZBOwXNdO24Ml032bLBS,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-18,2022-07-05T12:27:29Z,2022/07/06,False
Vagabundo Chora - Ao Vivo,Guilherme & Benuto,トップ50 - ブラジル,https://open.spotify.com/track/2ebFBmle5uXcdbrCAOvPcZ,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-02-10,2022-07-05T12:27:29Z,2022/07/06,False
A Maior Saudade - Ao Vivo,Henrique & Juliano,トップ50 - ブラジル,https://open.spotify.com/track/14JKzKrJbPDflw8XyATMey,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2021-12-10,2022-07-05T12:27:29Z,2022/07/06,False
Simplesmente Ela,Mc Gabzin,トップ50 - ブラジル,https://open.spotify.com/track/4NJKCE1TBC653P3dCnto0u,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-02-11,2022-07-05T12:27:29Z,2022/07/06,False
Malvadão 3,Xamã,トップ50 - ブラジル,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2021-11-30,2022-07-05T12:27:29Z,2022/07/06,False
Vai Lá Em Casa Hoje,George Henrique & Rodrigo,トップ50 - ブラジル,https://open.spotify.com/track/2wSCalnGOnXdAJC0Fn8OUY,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2021-10-22,2022-07-05T12:27:29Z,2022/07/06,False
Konteiner,Filipe Ret,トップ50 - ブラジル,https://open.spotify.com/track/347KmRWwYXcZSUgelz7Cit,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-16,2022-07-05T12:27:29Z,2022/07/06,False
Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus,Israel & Rodolffo,トップ50 - ブラジル,https://open.spotify.com/track/6bwx7pcKJY05D9S6CVa1k6,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-05-26,2022-07-05T12:27:29Z,2022/07/06,False
Eu Já Tava Bem - Ao Vivo,Wesley Safadão,トップ50 - ブラジル,https://open.spotify.com/track/5lCAtKxkZL6tFDyGX9t87j,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-01-07,2022-07-05T12:27:29Z,2022/07/06,False
Assume a Gente - Ao Vivo,João Bosco e Gabriel,トップ50 - ブラジル,https://open.spotify.com/track/2IJPcsIjReWb0v4EdNuwLu,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-02-18,2022-07-05T12:27:29Z,2022/07/06,False
Malvada,Zé Felipe,トップ50 - ブラジル,https://open.spotify.com/track/7gVzhRCrLRUBEGdS7zNTp0,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-01-28,2022-07-05T12:27:29Z,2022/07/06,False
Melhor Ser uma Saudade,Zé Neto & Cristiano,トップ50 - ブラジル,https://open.spotify.com/track/6Lk3kU7JcQ5dZ7jbmhJzQN,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-01-27,2022-07-05T12:27:29Z,2022/07/06,False
Medley Lud Session - Tudo porque você mentiu / penhasco / De rolê / CAFÉ DA MANHÃ ;P / Doutora 3,LUDMILLA,トップ50 - ブラジル,https://open.spotify.com/track/3JFB72hbbt3zy30puJTc3q,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-30,2022-07-05T12:27:29Z,2022/07/06,False
Me Chama de Amor - Arrochadeira Remix,O Tubarão,トップ50 - ブラジル,https://open.spotify.com/track/1ih3nbYJ0lugsku6065BC5,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-03-21,2022-07-05T12:27:29Z,2022/07/06,False
Esqueça-Me Se For Capaz,Marília Mendonça,トップ50 - ブラジル,https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2021-10-14,2022-07-05T12:27:29Z,2022/07/06,False
Dior,BIN,トップ50 - ブラジル,https://open.spotify.com/track/5DhiTYpD599fu3q7fCepgL,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-13,2022-07-05T12:27:29Z,2022/07/06,False
EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI,Mc Delux,トップ50 - ブラジル,https://open.spotify.com/track/0E0OENqh3jaZ4VpDFTOLGj,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-04-12,2022-07-05T12:27:29Z,2022/07/06,False
Haja Colírio (feat. Hugo & Guilherme) - Ao Vivo,Guilherme & Benuto,トップ50 - ブラジル,https://open.spotify.com/track/1ELsaYdj2NlxLvkx9g24xZ,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2022-06-23,2022-07-05T12:27:29Z,2022/07/06,False
Hard Out Here,RAYE,New Music Friday,https://open.spotify.com/track/4cjJzTza5lCcSuFOKOzZ4U,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-06-30,2022-07-01T15:03:08Z,2022/07/06,False
Betty (Get Money),Yung Gravy,トップ50 - アメリカ合衆国,https://open.spotify.com/track/4cacyP5c3PMlfnyjpg13xW,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-10,2022-07-06T12:45:11Z,2022/07/07,False
Future Perfect (Pass the MIC),ENHYPEN,トップ50 - フィリピン,https://open.spotify.com/track/6PRy17C5LiiN7VCLS6IA98,https://open.spotify.com/playlist/37i9dQZEVXbNBz9cRCSFkY,2022-07-04,2022-07-06T12:45:22Z,2022/07/07,False
"Galliyan Returns (From ""Ek Villain Returns"")",Ankit Tiwari,トップ50 - インド,https://open.spotify.com/track/2eTkxblLeqdTSsb2ivafDX,https://open.spotify.com/playlist/37i9dQZEVXbLZ52XmnySJg,2022-07-04,2022-07-06T12:44:59Z,2022/07/07,False
Stay the Night,Sigala,トップ50 - イギリス,https://open.spotify.com/track/4qtdkdTY1t3RmlmSbWykzR,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2022-05-20,2022-07-06T12:45:01Z,2022/07/07,False
Nest,Lim Young Woong,トップ50 - 韓国,https://open.spotify.com/track/05STjz8kmPBUebu3uu5sO0,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-05-02,2022-07-06T12:45:14Z,2022/07/07,False
Heart Burn,SUNMI,トップ50 - 韓国,https://open.spotify.com/track/4JmbtS0Muijl37KP9lDscy,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-06-29,2022-07-06T12:45:14Z,2022/07/07,False
I LOVE U,WINNER,トップ50 - 韓国,https://open.spotify.com/track/02Vb9vfZUmqAKNhQwFjPSZ,https://open.spotify.com/playlist/37i9dQZEVXbNxXF4SkHj9F,2022-07-05,2022-07-06T12:45:14Z,2022/07/07,False
"Living Life, In The Night",Cheriimoya,トップ50 - ドイツ,https://open.spotify.com/track/6ChnGkBwnq2HUJD24YhMhW,https://open.spotify.com/playlist/37i9dQZEVXbJiZcmkrIHGU,2018-10-14,2022-07-06T12:45:10Z,2022/07/07,False
PAMPAMPAMPAMPAMPAMPAMPAM,Irama,トップ50 - イタリア,https://open.spotify.com/track/0N8UI3JyFSif4lKWLbb0mL,https://open.spotify.com/playlist/37i9dQZEVXbIQnj7RRhdSX,2022-07-01,2022-07-06T12:45:01Z,2022/07/07,False
Pablo,Booba,トップ50 - フランス,https://open.spotify.com/track/0KifVydMFjrwl53BPjhS0o,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-07-04,2022-07-06T12:45:11Z,2022/07/07,False
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,トップ50 - グローバル,https://open.spotify.com/track/2tTmW7RDtMQtBk7m2rYeSw,https://open.spotify.com/playlist/37i9dQZEVXbMDoHDwVN2tF,2022-07-06,2022-07-08T12:33:04Z,2022/07/08,False
Rock and A Hard Place,Bailey Zimmerman,トップ50 - アメリカ合衆国,https://open.spotify.com/track/4686eQ81DEswHa90bcdlC9,https://open.spotify.com/playlist/37i9dQZEVXbLRQDuF5jeBp,2022-06-10,2022-07-08T12:32:57Z,2022/07/08,False
ダンスホール,Mrs. GREEN APPLE,トップ50 - 日本,https://open.spotify.com/track/4NaaF28BeO9WzjDrSS71Nz,https://open.spotify.com/playlist/37i9dQZEVXbKXQ4mDTEBXq,2022-05-23,2022-07-08T12:32:57Z,2022/07/08,False
THE SHADE,Rex Orange County,トップ50 - フィリピン,https://open.spotify.com/track/1gH1h30wkQdd9zhY3j7a8T,https://open.spotify.com/playlist/37i9dQZEVXbNBz9cRCSFkY,2022-03-11,2022-07-08T12:32:59Z,2022/07/08,False
ELEVATED,Shubh,トップ50 - インド,https://open.spotify.com/track/6btas8Eignhw8yKp4VJvGi,https://open.spotify.com/playlist/37i9dQZEVXbLZ52XmnySJg,2022-03-12,2022-07-08T12:32:56Z,2022/07/08,False
sTraNgeRs,Bring Me The Horizon,トップ50 - イギリス,https://open.spotify.com/track/5fpq1wF8xa5tSSlcKHdmGQ,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2022-07-06,2022-07-08T12:32:57Z,2022/07/08,False
No Excuses,Bru-C,トップ50 - イギリス,https://open.spotify.com/track/3gw91o4at6nDzewF9Hxzs7,https://open.spotify.com/playlist/37i9dQZEVXbLnolsZ8PSNw,2022-04-28,2022-07-08T12:32:57Z,2022/07/08,False
"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,トップ50 - スペイン,https://open.spotify.com/track/2uky0VCI2EZni0nArOPznM,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2022-04-25,2022-07-08T12:32:56Z,2022/07/08,False
Ahora y Siempre,Quevedo,トップ50 - スペイン,https://open.spotify.com/track/4iaNmAvcZ6sPGvgZ6vQQdx,https://open.spotify.com/playlist/37i9dQZEVXbNFJfN1Vw8d9,2021-12-11,2022-07-08T12:32:56Z,2022/07/08,False
Crashen,t-low,トップ50 - ドイツ,https://open.spotify.com/track/5STeQZH1Ahz3h0X9Njaij7,https://open.spotify.com/playlist/37i9dQZEVXbJiZcmkrIHGU,2021-05-14,2022-07-08T12:32:56Z,2022/07/08,False
SNAP,Rosa Linn,トップ50 - ドイツ,https://open.spotify.com/track/0QPRDC97rIQB3Jh3hrVJoH,https://open.spotify.com/playlist/37i9dQZEVXbJiZcmkrIHGU,2022-03-19,2022-07-08T12:32:56Z,2022/07/08,False
La kiffance,Naps,トップ50 - フランス,https://open.spotify.com/track/1bwhDrXcAtqePp8mNJ0pTe,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2021-04-02,2022-07-08T12:32:58Z,2022/07/08,False
La vie qu'on mène,Ninho,トップ50 - フランス,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2019-03-22,2022-07-08T12:32:58Z,2022/07/08,False
Atasanté (feat. Hamza),Tiakola,トップ50 - フランス,https://open.spotify.com/track/1oXn8nhl44cH6HXqGQnOgY,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-05-27,2022-07-08T12:32:58Z,2022/07/08,False
Mode AV (feat. Niska & Gazo),Tiakola,トップ50 - フランス,https://open.spotify.com/track/5b8HD1dJDuPawgS5FjSC2q,https://open.spotify.com/playlist/37i9dQZEVXbIPWwFssbupI,2022-05-27,2022-07-08T12:32:58Z,2022/07/08,False
Bloqueado - Ao Vivo,Gusttavo Lima,トップ50 - ブラジル,https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh,https://open.spotify.com/playlist/37i9dQZEVXbMXbN3EUUhlg,2021-12-16,2022-07-08T12:33:03Z,2022/07/08,False
For My Hand (feat. Ed Sheeran),Burna Boy,New Music Friday,https://open.spotify.com/track/0HaRLPnr887lcQM2YQzkff,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-07,2022-07-08T04:00:00Z,2022/07/08,False
Part Of The Band,The 1975,New Music Friday,https://open.spotify.com/track/79vEv8zqy9tLYsTxxkXHXq,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-09,2022-07-08T04:00:00Z,2022/07/08,False
ALL MINE,Brent Faiyaz,New Music Friday,https://open.spotify.com/track/3XgGQ1wjo5khvq2UImjyNF,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
Paris to Tokyo,Fivio Foreign,New Music Friday,https://open.spotify.com/track/5QvW5lK6mkfTegpAK9JOO7,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
La Loto,TINI,New Music Friday,https://open.spotify.com/track/3AbNNvo2OmyeDMvRBgf9vk,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-06,2022-07-08T04:00:00Z,2022/07/08,False
the idea,blackbear,New Music Friday,https://open.spotify.com/track/6VN3dKYTClhY5eYQEnBehr,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
Survivors Guilt,Joey Bada$$,New Music Friday,https://open.spotify.com/track/5cEd8xWXyqhpuCDUXQOyE3,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-07,2022-07-08T04:00:00Z,2022/07/08,False
Lost Without You (with Dean Lewis),Kygo,New Music Friday,https://open.spotify.com/track/1eGW1YBT17a5G1hKPWrpW7,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
Pharmacist,Alvvays,New Music Friday,https://open.spotify.com/track/2Ccis7gEx0Obkn5rniQdIj,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-07,2022-07-08T04:00:00Z,2022/07/08,False
SOHO HOUSE (feat. Hello O'shay),Kota the Friend,New Music Friday,https://open.spotify.com/track/2f6O9Os5EDdTHGvc1P4efs,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
Petty,Chris Brown,New Music Friday,https://open.spotify.com/track/0crGQ19YYzGgFYLSw0UdrG,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
Third Wheel,Zoe Wees,New Music Friday,https://open.spotify.com/track/1RF6WXFDCKPnk5HrtzF7Cn,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
"NO MÁS (feat. Quavo, J. Balvin, Anitta, and Pharrell)",Murda Beatz,New Music Friday,https://open.spotify.com/track/0ZWNQi6wgNjKFcQx6QuLm0,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
RUN [Feat. Young Thug],Killer Mike,New Music Friday,https://open.spotify.com/track/4DSS2IhBFgW7MYyjkOOx68,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-04,2022-07-08T04:00:00Z,2022/07/08,False
Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),Dillon Francis,New Music Friday,https://open.spotify.com/track/251aCFbFK1f4Jkil96E5g1,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
JUMP (feat. Coast Contra),Ciara,New Music Friday,https://open.spotify.com/track/0Eyr5YGPwE4CzmNGXhxc87,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-08,2022-07-08T04:00:00Z,2022/07/08,False
Solar,rei brown,New Music Friday,https://open.spotify.com/track/3oLuxFWxjCYggpX5MfLXCD,https://open.spotify.com/playlist/37i9dQZF1DX4JAvHpjipBk,2022-07-06,2022-07-08T04:00:00Z,2022/07/08,False
